DOID,Gene
DOID:8567,961
DOID:0050745,961
DOID:289,961
DOID:8398,961
DOID:0060061,961
DOID:0050866,961
DOID:9261,961
DOID:0050125,961
DOID:0060180,961
DOID:418,961
DOID:419,961
DOID:1324,961
DOID:169,961
DOID:225,961
DOID:14069,961
DOID:9074,961
DOID:2871,961
DOID:9351,961
DOID:219,961
DOID:1936,961
DOID:4467,961
DOID:3840,961
DOID:4928,961
DOID:3907,961
DOID:4450,961
DOID:9119,961
DOID:0080018,961
DOID:10286,961
DOID:3910,961
DOID:0040097,961
DOID:0090018,961
DOID:10283,961
DOID:526,961
DOID:305,961
DOID:0050934,961
DOID:3114,961
DOID:9351,962
DOID:5419,962
DOID:9352,962
DOID:2841,962
DOID:9415,962
DOID:4483,962
DOID:684,962
DOID:8506,962
DOID:10652,962
DOID:4362,962
DOID:8398,963
DOID:2841,963
DOID:399,963
DOID:0110045,965
DOID:2043,965
DOID:2377,965
DOID:225,965
DOID:7148,965
DOID:418,965
DOID:417,965
DOID:0060058,965
DOID:8869,965
DOID:8567,965
DOID:162,965
DOID:9119,965
DOID:1612,965
DOID:684,965
DOID:1107,966
DOID:1273,966
DOID:162,966
DOID:9351,966
DOID:12449,966
DOID:4195,966
DOID:0060284,966
DOID:3305,966
DOID:718,966
DOID:10283,966
DOID:1936,966
DOID:11263,966
DOID:10608,966
DOID:3905,966
DOID:2394,966
DOID:0060060,966
DOID:2043,966
DOID:7693,966
DOID:9074,966
DOID:0060318,966
DOID:12365,966
DOID:614,966
DOID:1883,966
DOID:1612,966
DOID:1036,966
DOID:8552,966
DOID:3213,966
DOID:934,966
DOID:3908,966
DOID:12554,966
DOID:8947,966
DOID:0050745,966
DOID:219,966
DOID:4467,966
DOID:8869,966
DOID:2377,966
DOID:1407,966
DOID:2355,966
DOID:0080850,966
DOID:178,966
DOID:6713,966
DOID:5041,966
DOID:5213,966
DOID:3393,966
DOID:11714,966
DOID:0050156,966
DOID:11166,966
DOID:8557,966
DOID:0080771,966
DOID:9201,966
DOID:10603,966
DOID:437,966
DOID:399,966
DOID:10534,966
DOID:1612,967
DOID:0080747,967
DOID:7148,967
DOID:3910,967
DOID:3083,967
DOID:2394,967
DOID:3947,967
DOID:1909,967
DOID:934,967
DOID:10591,967
DOID:418,967
DOID:419,967
DOID:1793,967
DOID:11166,967
DOID:289,967
DOID:3908,967
DOID:557,967
DOID:9256,967
DOID:684,967
DOID:10652,967
DOID:3310,967
DOID:0070327,967
DOID:3459,967
DOID:90,967
DOID:3498,967
DOID:2411,968
DOID:0060058,968
DOID:1967,968
DOID:7147,968
DOID:7148,968
DOID:8567,968
DOID:305,968
DOID:657,968
DOID:7693,968
DOID:2394,968
DOID:0050873,968
DOID:684,968
DOID:2237,968
DOID:0050866,968
DOID:299,968
DOID:4359,968
DOID:6652,968
DOID:784,968
DOID:0080162,968
DOID:10652,968
DOID:6713,968
DOID:12217,968
DOID:3234,968
DOID:0080915,968
DOID:0080547,968
DOID:5517,968
DOID:1612,968
DOID:3908,968
DOID:1936,968
DOID:5520,968
DOID:2938,968
DOID:4440,968
DOID:4467,968
DOID:10591,968
DOID:9970,968
DOID:12449,968
DOID:0111227,968
DOID:332,968
DOID:10456,968
DOID:3498,968
DOID:2841,969
DOID:0050908,969
DOID:0060469,969
DOID:7148,969
DOID:8544,969
DOID:684,969
DOID:4029,969
DOID:1040,969
DOID:4481,969
DOID:5603,969
DOID:0050523,969
DOID:2043,969
DOID:8552,969
DOID:1936,969
DOID:2986,969
DOID:11123,969
DOID:10952,969
DOID:9538,969
DOID:2945,969
DOID:934,969
DOID:162,969
DOID:2394,969
DOID:1612,969
DOID:3068,970
DOID:12177,970
DOID:9074,970
DOID:4450,970
DOID:0060060,970
DOID:0060901,970
DOID:9952,970
DOID:10534,970
DOID:12894,970
DOID:1587,970
DOID:8857,970
DOID:418,970
DOID:162,970
DOID:1612,970
DOID:0060058,970
DOID:1040,970
DOID:1936,970
DOID:1967,970
DOID:2938,970
DOID:3087,970
DOID:1793,970
DOID:0050746,970
DOID:9119,970
DOID:7148,970
DOID:3908,970
DOID:526,970
DOID:9074,971
DOID:8924,971
DOID:1587,971
DOID:437,971
DOID:2377,971
DOID:0080162,971
DOID:1883,971
DOID:12894,971
DOID:12603,971
DOID:4467,971
DOID:9538,972
DOID:684,972
DOID:10283,972
DOID:1612,972
DOID:557,972
DOID:263,972
DOID:3908,972
DOID:13001,972
DOID:3298,972
DOID:934,972
DOID:1040,972
DOID:10591,972
DOID:162,972
DOID:4362,972
DOID:0050746,972
DOID:9351,972
DOID:10534,972
DOID:1883,972
DOID:11054,972
DOID:90,972
DOID:1115,972
DOID:4467,972
DOID:1324,972
DOID:1240,972
DOID:2723,972
DOID:0060058,972
DOID:305,972
DOID:1909,972
DOID:9256,972
DOID:6713,972
DOID:2377,972
DOID:10887,972
DOID:1024,972
DOID:289,972
DOID:9352,972
DOID:9970,972
DOID:3910,972
DOID:12361,972
DOID:0081120,972
DOID:11650,972
DOID:3498,972
DOID:4074,972
DOID:0080001,972
DOID:526,972
DOID:8469,972
DOID:1936,972
DOID:1793,972
DOID:0080600,972
DOID:707,973
DOID:9538,973
DOID:1040,973
DOID:12603,973
DOID:0060060,973
DOID:9119,973
DOID:8567,973
DOID:0080210,973
DOID:0050745,973
DOID:162,973
DOID:0050909,973
DOID:0060058,973
DOID:1240,973
DOID:9952,973
DOID:0060025,973
DOID:0081013,973
DOID:10140,973
DOID:9352,973
DOID:707,974
DOID:9538,974
DOID:1040,974
DOID:0060060,974
DOID:2583,974
DOID:0050745,974
DOID:0050909,974
DOID:3234,974
DOID:8567,974
DOID:0060058,974
DOID:0081311,974
DOID:1883,975
DOID:684,975
DOID:305,975
DOID:2917,975
DOID:2237,975
DOID:934,975
DOID:9538,975
DOID:0080638,975
DOID:0060058,975
DOID:0050745,975
DOID:0080327,975
DOID:2043,975
DOID:10534,975
DOID:8469,975
DOID:1909,975
DOID:12365,975
DOID:418,975
DOID:9119,975
DOID:13129,975
DOID:162,975
DOID:9074,975
DOID:1612,975
DOID:10591,975
DOID:3347,975
DOID:9952,975
DOID:0050012,975
DOID:3908,975
DOID:7148,975
DOID:219,975
DOID:3907,975
DOID:9256,976
DOID:1996,976
DOID:162,976
DOID:10283,976
DOID:4948,976
DOID:10534,976
DOID:3068,976
DOID:225,976
DOID:9352,976
DOID:1612,976
DOID:3744,976
DOID:4928,976
DOID:1793,976
DOID:684,976
DOID:0050156,976
DOID:305,976
DOID:8584,976
DOID:0060058,976
DOID:0050745,976
DOID:9119,976
DOID:10591,976
DOID:1612,977
DOID:1909,977
DOID:305,977
DOID:684,977
DOID:162,977
DOID:1749,977
DOID:4928,977
DOID:3498,977
DOID:10283,977
DOID:4467,977
DOID:3151,977
DOID:3459,977
DOID:3908,977
DOID:3910,977
DOID:10534,977
DOID:4948,977
DOID:3347,977
DOID:3068,977
DOID:0080827,977
DOID:5889,977
DOID:2394,977
DOID:409,977
DOID:4450,977
DOID:11166,977
DOID:1324,977
DOID:10591,977
DOID:9256,977
DOID:9074,978
DOID:12603,978
DOID:1240,978
DOID:3908,978
DOID:9119,978
DOID:162,978
DOID:0050745,978
DOID:225,978
DOID:10534,978
DOID:1793,978
DOID:1324,978
DOID:1227,978
DOID:4074,978
DOID:2355,978
DOID:1612,978
DOID:4607,978
DOID:1612,983
DOID:10652,983
DOID:10283,983
DOID:0080199,983
DOID:5517,983
DOID:2717,983
DOID:1749,983
DOID:684,983
DOID:9261,983
DOID:768,983
DOID:162,983
DOID:5773,983
DOID:2394,983
DOID:1240,983
DOID:3565,983
DOID:11054,983
DOID:1115,983
DOID:0060058,983
DOID:0050745,983
DOID:9119,983
DOID:2876,983
DOID:9256,983
DOID:1324,983
DOID:4362,983
DOID:305,983
DOID:2101,983
DOID:769,983
DOID:3347,983
DOID:9074,983
DOID:4451,983
DOID:3908,983
DOID:3910,983
DOID:219,983
DOID:4001,983
DOID:4450,983
DOID:0081292,983
DOID:3498,983
DOID:4947,983
DOID:1588,983
DOID:225,983
DOID:3247,983
DOID:7148,983
DOID:1909,983
DOID:10534,983
DOID:10591,983
DOID:4074,983
DOID:3905,983
DOID:3068,983
DOID:1679,983
DOID:3571,983
DOID:3948,983
DOID:4467,983
DOID:3121,983
DOID:10652,984
DOID:3347,984
DOID:3382,984
DOID:1612,984
DOID:10283,984
DOID:2394,984
DOID:1749,984
DOID:162,984
DOID:2583,987
DOID:0050589,987
DOID:0111962,987
DOID:0090110,987
DOID:225,987
DOID:6688,987
DOID:12177,987
DOID:848,987
DOID:9351,987
DOID:11717,987
DOID:0111084,987
DOID:0040090,987
DOID:3347,988
DOID:684,988
DOID:9538,988
DOID:9256,988
DOID:5419,989
DOID:305,989
DOID:1612,989
DOID:10652,989
DOID:9074,989
DOID:10283,990
DOID:684,990
DOID:162,990
DOID:0050866,990
DOID:3083,990
DOID:4362,990
DOID:3500,990
DOID:2394,990
DOID:11054,990
DOID:1909,990
DOID:1612,990
DOID:8552,990
DOID:10534,990
DOID:10591,990
DOID:1749,990
DOID:1324,990
DOID:3068,990
DOID:9256,990
DOID:3571,990
DOID:3910,990
DOID:1240,991
DOID:10534,991
DOID:162,991
DOID:11166,991
DOID:3498,991
DOID:4362,991
DOID:9256,991
DOID:305,991
DOID:1612,991
DOID:684,991
DOID:9538,991
DOID:3068,991
DOID:4450,991
DOID:10283,991
DOID:3910,991
DOID:3347,991
DOID:1793,991
DOID:0050745,991
DOID:1749,991
DOID:9119,991
DOID:11054,991
DOID:1324,991
DOID:5223,991
DOID:934,991
DOID:4467,991
DOID:3908,991
DOID:1909,991
DOID:10283,993
DOID:10011,993
DOID:1612,993
DOID:0111910,993
DOID:162,993
DOID:684,993
DOID:12336,993
DOID:219,993
DOID:1115,993
DOID:5520,993
DOID:1380,993
DOID:768,993
DOID:0080827,993
DOID:3908,993
DOID:9119,993
DOID:3371,993
DOID:1324,993
DOID:3910,993
DOID:0070285,993
DOID:11166,993
DOID:1749,993
DOID:4362,993
DOID:3347,993
DOID:3571,993
DOID:10283,994
DOID:0110923,994
DOID:2871,994
DOID:305,994
DOID:3114,994
DOID:10011,994
DOID:7166,994
DOID:3459,994
DOID:3908,994
DOID:1749,994
DOID:162,994
DOID:9119,994
DOID:4451,994
DOID:4450,994
DOID:1909,994
DOID:8469,994
DOID:11054,994
DOID:768,994
DOID:1612,994
DOID:1107,994
DOID:10534,994
DOID:848,994
DOID:1380,994
DOID:4467,994
DOID:684,994
DOID:2043,994
DOID:3717,994
DOID:162,995
DOID:10283,995
DOID:1612,995
DOID:219,995
DOID:0050639,995
DOID:684,995
DOID:2218,995
DOID:9119,995
DOID:0050908,995
DOID:0110921,995
DOID:1324,995
DOID:1793,995
DOID:2394,995
DOID:3068,995
DOID:4971,995
DOID:4074,995
DOID:0070285,996
DOID:1612,996
DOID:3770,996
DOID:305,996
DOID:1324,997
DOID:9169,998
DOID:1612,998
DOID:9672,998
DOID:162,998
DOID:3908,998
DOID:1324,998
DOID:13636,998
DOID:9256,998
DOID:1909,998
DOID:684,998
DOID:0050744,998
DOID:8566,998
DOID:1036,998
DOID:8552,998
DOID:5520,998
DOID:10534,998
DOID:219,998
DOID:0050894,998
DOID:8469,998
DOID:5419,998
DOID:6713,998
DOID:1749,998
DOID:13250,998
DOID:9778,998
DOID:1936,998
DOID:4362,998
DOID:0111414,998
DOID:1588,998
DOID:0050771,998
DOID:576,998
DOID:305,998
DOID:5719,998
DOID:4947,998
DOID:289,998
DOID:1793,998
DOID:9119,998
DOID:10652,998
DOID:9255,998
DOID:9261,998
DOID:1790,998
DOID:10844,998
DOID:934,998
DOID:0050589,998
DOID:3083,998
DOID:3298,998
DOID:225,998
DOID:10283,998
DOID:0090018,998
DOID:3068,998
DOID:4001,998
DOID:12450,998
DOID:13608,998
DOID:3393,998
DOID:3713,998
DOID:11054,998
DOID:4481,998
DOID:10754,998
DOID:2615,998
DOID:11294,998
DOID:720,998
DOID:0060015,998
DOID:8947,998
DOID:0060469,998
DOID:3121,999
DOID:10283,999
DOID:0050639,999
DOID:305,999
DOID:11054,999
DOID:1612,999
DOID:4531,999
DOID:3459,999
DOID:5520,999
DOID:3908,999
DOID:1909,999
DOID:684,999
DOID:9256,999
DOID:10534,999
DOID:0080763,999
DOID:1793,999
DOID:162,999
DOID:0080202,999
DOID:219,999
DOID:1749,999
DOID:4905,999
DOID:289,999
DOID:2671,999
DOID:657,999
DOID:0080199,999
DOID:5517,999
DOID:1324,999
DOID:4001,999
DOID:4362,999
DOID:0050866,999
DOID:1380,999
DOID:5485,999
DOID:299,999
DOID:3010,999
DOID:2154,999
DOID:0080764,999
DOID:1070,999
DOID:4074,999
DOID:9119,999
DOID:1520,999
DOID:2394,999
DOID:3829,999
DOID:3493,999
DOID:0050424,999
DOID:3559,999
DOID:5041,999
DOID:3450,999
DOID:1781,999
DOID:4029,999
DOID:14566,999
DOID:4947,999
DOID:6270,999
DOID:10541,999
DOID:0110858,999
DOID:0050861,999
DOID:3457,999
DOID:7763,999
DOID:3744,999
DOID:2723,999
DOID:1596,999
DOID:2871,999
DOID:0080811,999
DOID:9415,999
DOID:3443,999
DOID:9261,999
DOID:0050591,999
DOID:5082,999
DOID:1936,999
DOID:2600,999
DOID:4006,999
DOID:288,999
DOID:1240,999
DOID:557,999
DOID:452,999
DOID:3965,999
DOID:8778,999
DOID:4682,999
DOID:3052,999
DOID:13777,999
DOID:4450,999
DOID:3247,999
DOID:1967,999
DOID:2876,999
DOID:635,999
DOID:3008,999
DOID:11132,999
DOID:3565,999
DOID:8577,999
DOID:9778,999
DOID:4440,999
DOID:1949,999
DOID:9766,999
DOID:5223,999
DOID:3007,999
DOID:2513,999
DOID:4926,999
DOID:127,999
DOID:674,999
DOID:3498,999
DOID:824,999
DOID:5304,999
DOID:585,999
DOID:13949,999
DOID:225,999
DOID:3910,999
DOID:1993,999
DOID:2101,999
DOID:8025,999
DOID:3114,999
DOID:2841,999
DOID:0050865,999
DOID:1883,999
DOID:8649,999
DOID:2043,999
DOID:0080841,999
DOID:11934,999
DOID:4159,999
DOID:3382,999
DOID:3907,999
DOID:3347,999
DOID:3314,999
DOID:0050860,999
DOID:784,999
DOID:1003,999
DOID:3590,999
DOID:9074,999
DOID:869,999
DOID:3571,999
DOID:9296,999
DOID:10591,999
DOID:0060074,999
DOID:9253,999
DOID:11432,999
DOID:12306,999
DOID:3905,999
DOID:4744,999
DOID:234,999
DOID:768,999
DOID:8893,999
DOID:4481,999
DOID:2237,999
DOID:4007,999
DOID:0050894,999
DOID:4451,999
DOID:3702,999
DOID:297,999
DOID:9351,999
DOID:3587,999
DOID:0050855,999
DOID:0080344,999
DOID:3083,999
DOID:0110408,999
DOID:10286,999
DOID:9538,999
DOID:3717,999
DOID:8659,999
DOID:2449,999
DOID:3068,999
DOID:2280,999
DOID:4467,999
DOID:8618,999
DOID:934,999
DOID:2913,999
DOID:5773,999
DOID:0081076,999
DOID:4928,999
DOID:2297,999
DOID:0111084,999
DOID:3429,999
DOID:2945,999
DOID:0080600,999
DOID:13922,999
DOID:7188,999
DOID:0111098,999
DOID:0050904,999
DOID:9952,999
DOID:11054,1000
DOID:1909,1000
DOID:4905,1000
DOID:219,1000
DOID:1107,1000
DOID:10283,1000
DOID:3559,1000
DOID:3459,1000
DOID:10652,1000
DOID:10534,1000
DOID:684,1000
DOID:12930,1000
DOID:0080366,1000
DOID:3908,1000
DOID:1749,1000
DOID:289,1000
DOID:0060224,1000
DOID:162,1000
DOID:3008,1000
DOID:1612,1000
DOID:4015,1000
DOID:3347,1000
DOID:4928,1000
DOID:1884,1000
DOID:9538,1000
DOID:1240,1000
DOID:9261,1000
DOID:5041,1000
DOID:4465,1000
DOID:3247,1000
DOID:1324,1000
DOID:0050431,1000
DOID:3121,1000
DOID:3910,1000
DOID:4947,1000
DOID:11119,1000
DOID:10933,1000
DOID:305,1000
DOID:768,1000
DOID:9119,1000
DOID:2394,1000
DOID:3744,1000
DOID:1781,1000
DOID:0050700,1000
DOID:299,1000
DOID:3565,1000
DOID:9296,1000
DOID:674,1000
DOID:4440,1000
DOID:8398,1000
DOID:2871,1000
DOID:8659,1000
DOID:0050866,1000
DOID:4450,1000
DOID:225,1000
DOID:0060673,1000
DOID:4467,1000
DOID:0060074,1000
DOID:3068,1000
DOID:9256,1000
DOID:936,1000
DOID:557,1000
DOID:1826,1000
DOID:8947,1000
DOID:0050156,1000
DOID:4531,1001
DOID:289,1001
DOID:0050866,1001
DOID:1909,1001
DOID:1612,1001
DOID:4535,1001
DOID:299,1001
DOID:657,1001
DOID:1749,1001
DOID:162,1001
DOID:3247,1001
DOID:2394,1001
DOID:11054,1001
DOID:219,1001
DOID:0080841,1001
DOID:9256,1001
DOID:3121,1001
DOID:684,1001
DOID:305,1001
DOID:0050639,1001
DOID:3744,1001
DOID:0110711,1001
DOID:3498,1001
DOID:1324,1001
DOID:10286,1001
DOID:0050572,1001
DOID:635,1001
DOID:5041,1001
DOID:4467,1001
DOID:0050865,1001
DOID:3068,1001
DOID:0060180,1001
DOID:4450,1001
DOID:9261,1002
DOID:11054,1002
DOID:10534,1002
DOID:0080202,1002
DOID:1324,1002
DOID:3068,1002
DOID:1612,1002
DOID:4450,1002
DOID:225,1002
DOID:0111101,1002
DOID:0050866,1002
DOID:4752,1002
DOID:1781,1002
DOID:1909,1003
DOID:1612,1003
DOID:6039,1003
DOID:3347,1003
DOID:13241,1003
DOID:10591,1003
DOID:14472,1003
DOID:1558,1003
DOID:1936,1003
DOID:11104,1003
DOID:13207,1003
DOID:162,1003
DOID:11394,1003
DOID:3068,1003
DOID:7148,1003
DOID:9074,1003
DOID:418,1003
DOID:11123,1003
DOID:865,1003
DOID:10763,1003
DOID:1240,1003
DOID:6713,1003
DOID:1749,1003
DOID:3393,1003
DOID:0080784,1003
DOID:0080208,1003
DOID:10534,1003
DOID:0080749,1003
DOID:3310,1003
DOID:1793,1003
DOID:4676,1003
DOID:0060578,1003
DOID:0050589,1003
DOID:676,1003
DOID:4451,1003
DOID:14250,1003
DOID:14004,1003
DOID:4977,1003
DOID:0081292,1003
DOID:9538,1004
DOID:3571,1004
DOID:4947,1004
DOID:3347,1004
DOID:10652,1004
DOID:3717,1004
DOID:1909,1005
DOID:1470,1005
DOID:4450,1006
DOID:12849,1006
DOID:9256,1007
DOID:768,1009
DOID:1612,1009
DOID:3347,1009
DOID:10283,1009
DOID:657,1009
DOID:7148,1009
DOID:0050156,1009
DOID:3068,1009
DOID:162,1009
DOID:2703,1009
DOID:418,1009
DOID:0060041,1009
DOID:1909,1009
DOID:3369,1009
DOID:1793,1009
DOID:0080630,1009
DOID:0080631,1009
DOID:3905,1009
DOID:0111685,1009
DOID:3908,1009
DOID:0111714,1009
DOID:3717,1009
DOID:11054,1009
DOID:2702,1009
DOID:0081073,1009
DOID:1324,1010
DOID:0080202,1010
DOID:3390,1010
DOID:11054,1010
DOID:289,1010
DOID:5223,1010
DOID:657,1012
DOID:162,1012
DOID:1036,1012
DOID:8552,1012
DOID:4362,1012
DOID:9256,1012
DOID:1749,1012
DOID:8893,1012
DOID:1324,1012
DOID:684,1012
DOID:299,1012
DOID:10283,1012
DOID:3908,1012
DOID:3571,1012
DOID:1380,1012
DOID:3459,1012
DOID:9206,1012
DOID:3121,1012
DOID:1909,1012
DOID:4006,1012
DOID:1520,1012
DOID:9970,1012
DOID:1612,1012
DOID:225,1012
DOID:1094,1012
DOID:1107,1012
DOID:13223,1012
DOID:1936,1012
DOID:11054,1012
DOID:10534,1012
DOID:2871,1012
DOID:3083,1012
DOID:9352,1012
DOID:10763,1012
DOID:6713,1012
DOID:557,1012
DOID:9351,1012
DOID:10652,1012
DOID:2394,1012
DOID:8947,1012
DOID:0060250,1012
DOID:289,1012
DOID:0050861,1012
DOID:1059,1013
DOID:305,1014
DOID:4471,1014
DOID:6245,1014
DOID:4467,1014
DOID:1781,1014
DOID:3498,1015
DOID:0080199,1015
DOID:684,1015
DOID:9256,1015
DOID:5517,1015
DOID:4928,1015
DOID:10534,1015
DOID:14566,1015
DOID:2394,1015
DOID:9206,1015
DOID:219,1015
DOID:305,1015
DOID:6404,1015
DOID:999,1015
DOID:162,1015
DOID:299,1015
DOID:0050940,1015
DOID:4947,1015
DOID:936,1015
DOID:10534,1016
DOID:10608,1016
DOID:684,1017
DOID:8632,1017
DOID:1793,1017
DOID:1909,1017
DOID:8771,1017
DOID:769,1017
DOID:1612,1017
DOID:162,1017
DOID:0050745,1017
DOID:9182,1017
DOID:2394,1017
DOID:768,1017
DOID:2876,1017
DOID:9538,1017
DOID:1749,1017
DOID:2600,1017
DOID:14566,1017
DOID:10283,1017
DOID:1240,1017
DOID:9261,1017
DOID:0070509,1017
DOID:2871,1017
DOID:1324,1017
DOID:4159,1017
DOID:10907,1017
DOID:3908,1017
DOID:557,1017
DOID:0060161,1017
DOID:9351,1017
DOID:0050639,1017
DOID:14227,1017
DOID:9119,1017
DOID:10534,1017
DOID:11054,1017
DOID:3369,1017
DOID:1967,1017
DOID:4362,1017
DOID:0111568,1017
DOID:3571,1017
DOID:4450,1017
DOID:2043,1017
DOID:5603,1017
DOID:2945,1017
DOID:162,1018
DOID:3068,1018
DOID:1115,1018
DOID:684,1018
DOID:9256,1018
DOID:1612,1018
DOID:1324,1018
DOID:1749,1018
DOID:6846,1019
DOID:684,1019
DOID:4236,1019
DOID:5082,1019
DOID:162,1019
DOID:1967,1019
DOID:3246,1019
DOID:1612,1019
DOID:4001,1019
DOID:1909,1019
DOID:0050746,1019
DOID:0080199,1019
DOID:657,1019
DOID:2600,1019
DOID:2598,1019
DOID:2394,1019
DOID:769,1019
DOID:3371,1019
DOID:9970,1019
DOID:3382,1019
DOID:9352,1019
DOID:3347,1019
DOID:3068,1019
DOID:0050866,1019
DOID:1040,1019
DOID:6039,1019
DOID:8923,1019
DOID:9351,1019
DOID:768,1019
DOID:5940,1019
DOID:9201,1019
DOID:1324,1019
DOID:3121,1019
DOID:1749,1019
DOID:11054,1019
DOID:10283,1019
DOID:9261,1019
DOID:3908,1019
DOID:12603,1019
DOID:0060058,1019
DOID:3247,1019
DOID:3507,1019
DOID:5690,1019
DOID:0080531,1019
DOID:3369,1019
DOID:10534,1019
DOID:3315,1019
DOID:5041,1019
DOID:1115,1019
DOID:0080208,1019
DOID:5520,1019
DOID:3910,1019
DOID:0050902,1019
DOID:9538,1019
DOID:5485,1019
DOID:4928,1019
DOID:3450,1019
DOID:3892,1019
DOID:11166,1019
DOID:4362,1019
DOID:3948,1019
DOID:8893,1019
DOID:1319,1019
DOID:180,1019
DOID:678,1020
DOID:10283,1020
DOID:768,1020
DOID:10652,1020
DOID:219,1020
DOID:3973,1020
DOID:6713,1020
DOID:12858,1020
DOID:3068,1020
DOID:1324,1020
DOID:3602,1020
DOID:3908,1020
DOID:162,1020
DOID:1240,1020
DOID:9588,1020
DOID:1793,1020
DOID:4428,1020
DOID:1936,1020
DOID:5419,1020
DOID:1612,1020
DOID:0050453,1020
DOID:0070338,1020
DOID:10534,1020
DOID:1470,1020
DOID:9261,1020
DOID:1059,1020
DOID:5520,1020
DOID:4362,1020
DOID:684,1020
DOID:9256,1020
DOID:9538,1020
DOID:3328,1020
DOID:1826,1020
DOID:0050745,1020
DOID:1094,1020
DOID:14330,1020
DOID:1909,1020
DOID:3910,1020
DOID:0080832,1020
DOID:2394,1020
DOID:557,1020
DOID:1781,1020
DOID:10964,1020
DOID:0050865,1020
DOID:5041,1020
DOID:1520,1020
DOID:231,1020
DOID:12377,1020
DOID:707,1021
DOID:1612,1021
DOID:0050902,1021
DOID:0060058,1021
DOID:768,1021
DOID:2871,1021
DOID:1793,1021
DOID:9952,1021
DOID:684,1021
DOID:8632,1021
DOID:3068,1021
DOID:0050866,1021
DOID:10534,1021
DOID:2394,1021
DOID:418,1021
DOID:7148,1021
DOID:0060870,1021
DOID:1324,1021
DOID:162,1021
DOID:1909,1021
DOID:11054,1021
DOID:676,1021
DOID:8893,1021
DOID:1749,1021
DOID:9119,1021
DOID:3905,1021
DOID:3908,1021
DOID:299,1021
DOID:9256,1021
DOID:10283,1021
DOID:4007,1021
DOID:9201,1021
DOID:219,1021
DOID:3717,1021
DOID:3347,1021
DOID:4928,1021
DOID:3369,1021
DOID:5041,1021
DOID:4362,1021
DOID:4467,1021
DOID:9538,1021
DOID:0050745,1021
DOID:11166,1021
DOID:1319,1021
DOID:12603,1021
DOID:7147,1021
DOID:4971,1021
DOID:1240,1021
DOID:3393,1021
DOID:13241,1021
DOID:3910,1021
DOID:3907,1021
DOID:5940,1021
DOID:5517,1022
DOID:1324,1022
DOID:1612,1022
DOID:8552,1022
DOID:1036,1022
DOID:162,1022
DOID:1749,1022
DOID:10534,1022
DOID:10283,1022
DOID:684,1022
DOID:9256,1022
DOID:0050866,1022
DOID:5520,1022
DOID:3908,1022
DOID:8893,1022
DOID:1909,1022
DOID:5485,1022
DOID:3347,1022
DOID:219,1024
DOID:1115,1024
DOID:1909,1024
DOID:3717,1024
DOID:1380,1024
DOID:162,1024
DOID:1324,1024
DOID:1612,1024
DOID:0080208,1024
DOID:9352,1024
DOID:9119,1024
DOID:10283,1024
DOID:1793,1024
DOID:684,1024
DOID:1240,1024
DOID:1781,1024
DOID:9261,1024
DOID:10534,1024
DOID:4362,1024
DOID:1967,1024
DOID:0070482,1024
DOID:657,1024
DOID:643,1025
DOID:769,1025
DOID:171,1025
DOID:635,1025
DOID:1612,1025
DOID:8469,1025
DOID:10283,1025
DOID:8552,1025
DOID:1036,1025
DOID:526,1025
DOID:1273,1025
DOID:162,1025
DOID:1240,1025
DOID:5520,1025
DOID:1936,1025
DOID:299,1025
DOID:5603,1025
DOID:10534,1025
DOID:11166,1025
DOID:4362,1025
DOID:3347,1025
DOID:11054,1025
DOID:5485,1025
DOID:2962,1025
DOID:2394,1025
DOID:1205,1025
DOID:0070303,1025
DOID:0050902,1025
DOID:687,1025
DOID:9119,1025
DOID:1380,1025
DOID:9256,1025
DOID:1909,1025
DOID:225,1025
DOID:8501,1025
DOID:0050834,1025
DOID:305,1025
DOID:0050589,1025
DOID:3571,1025
DOID:3347,1026
DOID:2394,1026
DOID:1883,1026
DOID:1612,1026
DOID:219,1026
DOID:9261,1026
DOID:1324,1026
DOID:657,1026
DOID:10283,1026
DOID:305,1026
DOID:1240,1026
DOID:11054,1026
DOID:7148,1026
DOID:0050866,1026
DOID:684,1026
DOID:1749,1026
DOID:557,1026
DOID:12466,1026
DOID:0060074,1026
DOID:1520,1026
DOID:9256,1026
DOID:14566,1026
DOID:8527,1026
DOID:5041,1026
DOID:8533,1026
DOID:10534,1026
DOID:5520,1026
DOID:7474,1026
DOID:11166,1026
DOID:0050589,1026
DOID:9778,1026
DOID:5517,1026
DOID:2043,1026
DOID:0080199,1026
DOID:3905,1026
DOID:8692,1026
DOID:0050639,1026
DOID:162,1026
DOID:1909,1026
DOID:768,1026
DOID:3068,1026
DOID:1067,1026
DOID:1074,1026
DOID:288,1026
DOID:869,1026
DOID:0050865,1026
DOID:0050894,1026
DOID:3459,1026
DOID:1272,1026
DOID:0050746,1026
DOID:0060060,1026
DOID:12704,1026
DOID:3247,1026
DOID:0110922,1026
DOID:11335,1026
DOID:8923,1026
DOID:3907,1026
DOID:1800,1026
DOID:3310,1026
DOID:12236,1026
DOID:11031,1026
DOID:707,1026
DOID:1781,1026
DOID:2876,1026
DOID:299,1026
DOID:1380,1026
DOID:4682,1026
DOID:4450,1026
DOID:127,1026
DOID:9074,1026
DOID:0080162,1026
DOID:0060058,1026
DOID:3737,1026
DOID:5082,1026
DOID:1686,1026
DOID:4839,1026
DOID:4840,1026
DOID:6425,1026
DOID:3744,1026
