DOID,genes
DOID:0050571,55343,55858,2542,10159,80267,2590
DOID:0050572,346007,2780,83723,23418,128338,5146
DOID:0050573,79944,6576
DOID:0050574,79944
DOID:0050575,3417
DOID:0050576,219854,26146,57728,80184,9657,10806,261734,4867
DOID:0050577,10113
DOID:0050578,94137
DOID:0050579,2992
DOID:0050580,2324,7424,7075,10203,9780,9620,285
DOID:0050581,1836,3239
DOID:0050585,26580
DOID:0050587,3218,114798
DOID:0050588,2218,55624,51763,79147,9215,1605,10585,11041
DOID:0050589,7172,7422,50615,3309,5155,283,3481,4057,3248,177,8074,9370,7040,1401,90865,3557,567,3558,23136,2035,3586,2037,9230,8766,55139,3818,3603,7494,7124,4583,387357,959,4843,3559,23037,11223,2036,2100,864,4485,11254,6774,4783,5289,6556,2952,6868,387129,4524,248,3383,2944,1956,27178,183,3486,196527
DOID:0050590,1441,1991,10456,2672,81570
DOID:0050591,5083,4487,7480,80326,1896,652,650,4040,64388
DOID:0050592,56916,57560,255758,4750,27152,51098,9851,51626
DOID:0050593,1022
DOID:0050598,3576,10332,2069,30835
DOID:0050600,1910
DOID:0050601,8626
DOID:0050602,8086
DOID:0050603,64327
DOID:0050604,3549
DOID:0050605,55630
DOID:0050606,488
DOID:0050610,83540
DOID:0050625,356,4193,1503,3082,3569,4586,4585,213,4507,4582,3565
DOID:0050628,1407,15,8864,8863
DOID:0050629,25939,10535,11277,84153,64135,103,79621,100147744,134353
DOID:0050630,778
DOID:0050631,6567
DOID:0050632,4905,51151,7299,1638,4948,7306,3257
DOID:0050633,283652,4935,7299
DOID:0050634,3565,55806
DOID:0050635,478,477
DOID:0050636,567,4069,2243,335
DOID:0050637,2934
DOID:0050638,7276
DOID:0050639,348
DOID:0050640,6023
DOID:0050641,6005
DOID:0050642,7124
DOID:0050644,5167,368
DOID:0050645,80198,30008,81031
DOID:0050646,2201,4626,57644,4619,8735,4624,4620,22989,4625,9427,7136,100128927,4622,4621,4604
DOID:0050647,5635,5636,5631,5308
DOID:0050648,2317,1836
DOID:0050649,7018
DOID:0050650,10060,3759,9631,6331,6324,3784,9992,4635,2702,6327,4878,3741
DOID:0050651,9975,26160,8701,54903,652,3491,2627,2697,78987,2626
DOID:0050654,9401
DOID:0050655,2304
DOID:0050656,100506658
DOID:0050657,5728
DOID:0050658,2706
DOID:0050659,80704
DOID:0050660,2263
DOID:0050661,50939,7439,5961,3617,5654
DOID:0050662,7439
DOID:0050663,1291
DOID:0050664,285440
DOID:0050665,387
DOID:0050667,9058,284111,9911,26266,64849,57458,23023,6561
DOID:0050671,10664
DOID:0050675,51305
DOID:0050676,201163
DOID:0050677,617
DOID:0050678,64127
DOID:0050679,101060233,2652,728458,5956
DOID:0050680,2317
DOID:0050681,84295
DOID:0050682,3198
DOID:0050683,6017
DOID:0050684,10436
DOID:0050685,7124,11197,1116,1131,22806,3569,8743,5925,1728,7015
DOID:0050689,3239
DOID:0050691,7020
DOID:0050692,487,488,489
DOID:0050693,1540
DOID:0050694,55065,79581,113278
DOID:0050696,2904,3479,5728,3480
DOID:0050697,54210,7040,3569,177,355,4318,7124,4153,4049
DOID:0050699,1184,1182,1183,4952
DOID:0050700,10911,4684,4318,2033,574034,9370,4313,7253,3816,6722,4635,8694,5428,28999,5071,7124,1306,137868,6521,9260,369,3458,8447,4620,11155,6389,6347,6678,3480,5533,4625,5532,56848,81693,7498,4619,7137,7139,3265,7140,7136,4893,6341,2837,22989,7135,8877,56624,7077,1674,6445,2065,4842,673,2805,5530,57057,4035,4282,8735,4622,6444,10611,84502,102,7138,4621,57158,4624,8404,57338,55278,506,2066,5188,2064,80781,1956,22895,4846,2281,3679,10891,5888,4626,56704,3845,2180,5894,846,388753,57644,5138,8448,23417,6584,3077,1837,10585,3728,6648
DOID:0050704,773
DOID:0050709,55325,2775,2806,3419,6812,3420,170302,6334,80279,79876,3421
DOID:0050711,1356
DOID:0050712,2628
DOID:0050713,388753
DOID:0050715,57215,25974,5052
DOID:0050716,27249
DOID:0050717,55788
DOID:0050719,2348
DOID:0050720,83884,10166
DOID:0050722,26227
DOID:0050723,29968
DOID:0050724,5723
DOID:0050725,6898
DOID:0050726,2184
DOID:0050727,3242
DOID:0050729,51099,63874
DOID:0050730,51117,57017,79934,27235,56997,57107,84274
DOID:0050731,5444,811,875,4548,959,5826,1072,2524
DOID:0050733,4548
DOID:0050734,2694
DOID:0050736,2261
DOID:0050737,54892,10848
DOID:0050741,3952,728226,3645,92086,6198,2678,7520,91227,6251,3480,2679,3643,6199,2030,2952
DOID:0050742,1136,89832,5332,1139,1814,1813,1644,5893,6531,1138,1137,9568,1548
DOID:0050744,3726,3662
DOID:0050745,3383,4288,639,2146,604,599,3662,23405,933,974,64750,7157,4615,958,2952,2212,84433,2944,4792,2950,4524,50615
DOID:0050746,23532,974,595,152137,695,8797
DOID:0050748,3117,3119
DOID:0050749,149041,3662
DOID:0050750,974
DOID:0050752,9217,9218
DOID:0050753,54832,23230,16,375775,773,10908,57505,5428,23322,85300,23345,79944
DOID:0050754,54840
DOID:0050755,23064
DOID:0050757,1678,26521,26517
DOID:0050758,51458,10991,6521,1906,4627,1601,3773
DOID:0050759,7555,10150,4154,389874,55796
DOID:0050760,203547
DOID:0050762,158
DOID:0050763,26276,63894
DOID:0050764,9130
DOID:0050766,54832,23230
DOID:0050768,91647
DOID:0050770,10013,4041,7351,5310,11231,5589,91355,79053,23193
DOID:0050771,1113,3897,3028,5979,1755,57001,1027,6389,7428,55654,6390,4149,6392,23095
DOID:0050772,6843
DOID:0050773,6392,6390,6389,1027,57001,8402,6391,1743,54949
DOID:0050774,9401
DOID:0050775,23169
DOID:0050776,24140,23096,2664,1741,2182,63892,2181,2245,84061
DOID:0050777,54806,23116,7545,56623,57545,51259,65062,219854,403,317662,9851,80173
DOID:0050778,57545,91147,221322,27077,79583,54903,23322,79770,9928
DOID:0050779,374654
DOID:0050781,8260,84779
DOID:0050782,3480,213,1950
DOID:0050784,3486,6469,2896,590,4318,2638,3566,3123,3119,140766
DOID:0050787,4086,650,657,92,3097,93,658,652,4093,3096,4089,4090,59269
DOID:0050788,9241
DOID:0050789,9241
DOID:0050790,8200
DOID:0050791,269,268
DOID:0050792,7010
DOID:0050793,81033,3757,6508,3759,3784
DOID:0050794,2254,8200,9241,392255
DOID:0050795,10413
DOID:0050797,51
DOID:0050799,2593
DOID:0050800,6535
DOID:0050802,126792
DOID:0050804,5925
DOID:0050807,79644
DOID:0050809,3373
DOID:0050811,5972,1584,1585,6770,1586,1589,5447,1583
DOID:0050812,9060
DOID:0050813,9469
DOID:0050814,22856
DOID:0050816,60495,9860
DOID:0050817,6785,24
DOID:0050818,6948
DOID:0050820,4000,1482
DOID:0050824,287,54822
DOID:0050827,30835,4318,3479,948,2597,8651,406947,3123,3117,3586,3119
DOID:0050830,567,9370,4887,4852,4886,5054,4889,4524,64805
DOID:0050831,8710,5270,5274,5276,5054
DOID:0050833,7372,790
DOID:0050834,7157,55636,1106,80205,84181,57680,9723
DOID:0050835,773
DOID:0050836,1861
DOID:0050840,3119
DOID:0050847,5054,6908,3570,3953,9370,3606,6285
DOID:0050848,7124,7132,4843,3162,3952,6439,57105,5054,6372,2691,5743,3240,10800,1535,4318,2908,7941,4582,5970,4846,3553,4803,6352,1906,4914,3060,3383,3569,6347,627,1401,134,1636,5243,51738,1909,2693,3586,655,6532,153,3953
DOID:0050850,3416,1843,2932,5468,351,177,4804
DOID:0050851,1839,7941,55328,4312,1636,1281,64423,4318,5997,6696,185,5468,6464,186,3553,348,5054,144100
DOID:0050852,1440,3082,2056,4846,156,7422,2260,3162,3091
DOID:0050853,5175,847
DOID:0050854,3557,114548
DOID:0050855,1536,1636,177,6868,1573,2671,4312,2204,1401,9293,4318,1889,2844,7097,1191,1909,389075,3458,6349,114757,5054,7099,3845,2022,3953,6778,10891,7498,6348,4688,6362,5594,414062
DOID:0050856,367
DOID:0050857,3035,8192,23395,23438,56652,3295
DOID:0050858,4784
DOID:0050859,2936
DOID:0050860,7276,114112,7132,407009,4089,2353,2153,55829,22928,2878,6414,5599,5727,2146,2877,5894,3725,79444,280636,2950,5740,1591,2944
DOID:0050861,7161,7157,5894,5599,599,2353,79444,8140,6598,3208,3725,4615,3726,861,2065,10109,598,2932,3791,960,5595,5594,9757,2627,7298,5243,10730,10902,84294,7515,284355,8460,2952,8490,118426,11283,149483,3603,89765,2944,64127,2146,79930,53917,1591,3756,2707,1789,2322,338094,673,54760
DOID:0050864,1401,2153,2811,3690,4524,1636
DOID:0050865,8140,8880,6416,2188,55215,3082,6510,90865,57697,9173,2187,4233,2176,57509,55120,6520,9370,858,6657,1026,2066,2189,2065,23657,339479,3458,3558,3586,2697,3718,7157
DOID:0050866,7276,8085,5335,2950,79648,999,4233,5885,6502,8312,196528,3598,2066,84733,1026,79577,8140,406963,811,472,406982,407007,2146,3014,55450,3569,1789,2064,5740,343472,8313,528,8208,3726,406947,5728,5054,10095,5328,5783,780,54790,2322,684,1500,1956,79365,116986,407006,4921,3558,1616,2597,7157,7481,2195,1543,2264,2944,57795,6347,729230,2261,3586,81037,7015,1591,1571,2932,25,4524
DOID:0050868,5781,3250,6927,10498,1571,3240,2,3845
DOID:0050869,54894
DOID:0050871,2972,118429
DOID:0050872,8140
DOID:0050873,3662,596,959,974,525,58528,64121,526,958,2531
DOID:0050876,285,57728
DOID:0050877,3651,256297
DOID:0050879,2332
DOID:0050880,284058,151050
DOID:0050881,7124,1950,7415,5705,3181
DOID:0050882,6712,57731,6711,6710
DOID:0050883,50
DOID:0050884,7167
DOID:0050885,1028
DOID:0050886,23111
DOID:0050887,6299,51339
DOID:0050888,8242,5927,10765,122553,8284,7319,7320,7862,4983,26053,1859,9149
DOID:0050889,9524,253017
DOID:0050890,547,23095,10540,1639
DOID:0050891,1584,1585,5566
DOID:0050902,7157,23030,1021,23081,5156,3458,5727,51684,6608,7249,1499,2952,2944,8643,675,8518,324
DOID:0050904,3791,5742,7518,5893
DOID:0050905,5903
DOID:0050908,7124,7157,2623,9295,3690,2146,3553,356,7015,1441,11325,8837,2672,5909,2624,355,23532,958,6584,23236,171023,10095,1030,10017,1029,2214,5428,1958,23451,9555,219285,4605,4869,6427,54790,10594,1387,8314,10533,8233,7515,23414,2952,3077,2782,2120,1788,2950,2944,1027,1728,4193,2068,4552,4893,3417,4210
DOID:0050909,7852,3117,8915
DOID:0050912,894,8313,5879,54790,595,1119
DOID:0050920,2261
DOID:0050921,81037
DOID:0050922,2886,64127
DOID:0050933,7490,4684,900,5728,6416,55160
DOID:0050934,8289
DOID:0050941,10749
DOID:0050942,92935
DOID:0050943,55149
DOID:0050944,10939
DOID:0050946,51479,26278
DOID:0050947,6569,142680
DOID:0050948,8074
DOID:0050949,1758
DOID:0050950,79876,10935,54974,51569,51506,27072,10533,10531
DOID:0050951,774,10531,57410,81790,773,9474,777
DOID:0050952,10939,11261
DOID:0050954,6310
DOID:0050955,6311,11273
DOID:0050956,773
DOID:0050957,25894
DOID:0050958,6314,222255
DOID:0050959,724066,6315
DOID:0050960,25814
DOID:0050961,146057
DOID:0050962,5521
DOID:0050963,3748
DOID:0050964,5582
DOID:0050965,3708
DOID:0050967,6908
DOID:0050968,1786
DOID:0050970,3752
DOID:0050972,339453
DOID:0050973,5173
DOID:0050975,1938
DOID:0050976,2259
DOID:0050977,10939
DOID:0050978,3708
DOID:0050980,146227
DOID:0050981,6785
DOID:0050982,343641
DOID:0050983,10528
DOID:0050984,1600
DOID:0050985,60481
DOID:0050986,440193
DOID:0050987,3735
DOID:0050989,3736
DOID:0050990,773
DOID:0050993,785
DOID:0050994,6510,6505,6507,6509,6511,6512
DOID:0050997,347733,347688,10383,7280,10382,51761,81027,10381,84617,260334,203068,767,7436,124997
DOID:0050998,23261
DOID:0050999,55129
DOID:0060000,10333
DOID:0060001,84152,6529,1812,2332,4986,3778,7054,5733,1392,157855,23081
DOID:0060009,6892,6890,6891
DOID:0060010,5897,5896,64421
DOID:0060013,3561
DOID:0060019,11151
DOID:0060020,204
DOID:0060021,3981
DOID:0060022,959
DOID:0060023,958
DOID:0060025,29851,3119,1493
DOID:0060027,29760
DOID:0060036,51116,6125,6218,7203,23002,10575,6210,10574,6188,22948,7139,908,51650,6157,6207,7138,6189,10693,6193,7140,6176
DOID:0060037,6015,829,26115,6045,93661,830,85461,57554
DOID:0060038,93986,116113,27086,50943
DOID:0060040,1816,1815
DOID:0060041,6469,3549,627,9295,1975,23191,8604,4318,55870,9379,57555,6532,9348,9344,55034,129025,54413,6326,22839,85358,100271849,3710,8224,5594,8573,57502,1979,8509,26960,2562,26047,6899,4207,57551,22871,10295,815,987,8828,64579,22829,80205,4205,1105,10066,7249,23126,51347,2944,192683,9513,8284,9378,1977,22941,9699,50944,2332,6531,9369,55636,8140,8087,140883,140730,2902,6530,54816,51231,9743,2131,9783,93664,9639,1499,1742,4233,4209,1106,1141,57680,6854,79612,55250,2020,284467,100528062,3340,5728,2949,4208,360200,6942,5927,10113,7248,1620,340533,80155,7812,6323,10067,152789,113178,9522,84128,5159,10716,21,23001,57492,4897,1859,153769,114928,84181,7337,1387,196500,5062,10765,4988,4306,57580,285195,8242,22999,57497,6853,253314,7421,1312,54806,3198,93986,553,10458,253559,3676,4128,55777,114785,53335
DOID:0060050,56913
DOID:0060055,3664,54101
DOID:0060058,5698,406947,7957,3159,472,29914,8379,5049,10892,5970
DOID:0060060,3482,310,3383,2876,974,958,9294,9788,3507,2212,4297,595,843,8438,2052,5444,4552,8915,10892,25788,1493,5551
DOID:0060061,3565,3606,1235,6364,10344,1029,1030
DOID:0060062,7369,5972,29927,4582
DOID:0060063,212
DOID:0060065,54977
DOID:0060071,8493,6441,5601,51684,355,1636,842,841,2737,581,4583,7157,2950,6774,3643,6469,4089,472,2735,1026,6839,7033,836,4792,6608,637,1029,4088,2952,2944
DOID:0060072,1739,55227,1740,23513,9113,26524,1741,1742,6817
DOID:0060074,7077,7153,7079,7422,1890,7157,1026,5655,332,5925,9536,283,7015,839,301,6776,2064,5743,3091,367,664,4313,5578,5241,374,2065,2066,595,4318,8835,8061,8651,5747,8644,7031,596,6768,9021,2321,894,6714,10481,5062,4855,675,672,5970
DOID:0060075,10498,5290
DOID:0060076,1727
DOID:0060081,7161,84168,56751,7403
DOID:0060108,7422,5787,3791,3169,356,836,2597,8772,596,581,355,1587
DOID:0060131,6532
DOID:0060158,57085
DOID:0060160,6607,6606
DOID:0060161,2668,367
DOID:0060162,1822,473
DOID:0060168,3034
DOID:0060170,6328,6331,6335,6323,11280,6326,2566,6334,6336,6324,6332,6329
DOID:0060173,779,778,776,775
DOID:0060174,18
DOID:0060175,7915
DOID:0060178,773,480,495,476,479,477,478
DOID:0060179,10084
DOID:0060180,364,383,90865,337,5970,6476,3605,10891,4915,8862,3250,90226,3938,7031,301,887,4282,513,4583,56729,3553,1147,4846,3791,6865,9370,4914,1230,408,1395,4436,26762,6347,7412,3586,6869,4843,3240,3551,64127,155,6863,29851,2100,654,5743,6402,958,6403,3579,3383,7349,3162,7098,847,7099,3106
DOID:0060181,7422,5054
DOID:0060186,5265
DOID:0060189,5265,7097,7099,3605
DOID:0060193,6647,6648,6623,7422,51542,5630,1639,4744
DOID:0060194,259173,57679
DOID:0060196,23064
DOID:0060197,80208
DOID:0060198,2521,2130,8148
DOID:0060200,283
DOID:0060201,23435
DOID:0060202,9896
DOID:0060203,10133
DOID:0060205,7415
DOID:0060206,56893,29978,29979
DOID:0060207,10280
DOID:0060209,5216
DOID:0060210,2066
DOID:0060211,3178
DOID:0060212,9782
DOID:0060213,203228
DOID:0060214,400916,51142,645345
DOID:0060218,1060,2200
DOID:0060222,3425
DOID:0060224,7422,7124,7097,6647,2697,3759,4313,4312,177,3082,3091,1906,2321,5741,958,948,3558,4318,1401,185,8862,5972,1026,2702,7450,3762,282996,7035,7273,9992,183,1636,23066,287,3784,3753,4314
DOID:0060227,57572,285203,3516,4851,54567,57514
DOID:0060229,60,71
DOID:0060230,5159,6575,9213,5155,57462,58494
DOID:0060231,5352
DOID:0060233,673,5604,3845
DOID:0060234,1954,51715
DOID:0060236,7498,316,55034
DOID:0060237,22930,25782
DOID:0060239,3664,57822
DOID:0060240,57654,2074,1161
DOID:0060241,83987,23363,9820
DOID:0060242,3239
DOID:0060243,23431
DOID:0060244,79853,26047
DOID:0060245,51324
DOID:0060246,23114,10752,3897,4897
DOID:0060247,4218,10890,51762,54808,5872,83452
DOID:0060248,2719
DOID:0060249,5754,56999,23145,4312,2261,7166,2200,8518,2201
DOID:0060250,5754,51364,23145,115948,221458,123872,64116
DOID:0060251,50964
DOID:0060252,8438
DOID:0060253,2273
DOID:0060254,161582,7474,64359
DOID:0060255,859
DOID:0060256,56983,23509,3852
DOID:0060257,103
DOID:0060258,102
DOID:0060259,27031,284086
DOID:0060260,260334,10383,81027,203068,84617,347688,347733,7280,10382,10381,2303
DOID:0060262,64241,5244
DOID:0060263,1282,1284
DOID:0060264,51645,272,271,270,55773,114034
DOID:0060265,7443
DOID:0060266,51010
DOID:0060267,283989
DOID:0060268,80746
DOID:0060269,79042
DOID:0060270,51091
DOID:0060271,55275
DOID:0060272,27445
DOID:0060273,283989
DOID:0060274,283989
DOID:0060275,57038
DOID:0060276,114034
DOID:0060277,5119
DOID:0060278,271
DOID:0060279,10978
DOID:0060280,5573,8622,5566,50940
DOID:0060282,220202
DOID:0060283,9333,1041,5271,64377,388698,1475
DOID:0060284,7852,718,5277,51604,727,3117,3119
DOID:0060285,4488,60529
DOID:0060286,25821,22868,9054,9692,205327
DOID:0060287,11081
DOID:0060290,23522
DOID:0060291,2697
DOID:0060292,50814,10682,415
DOID:0060295,717
DOID:0060296,1811
DOID:0060297,720
DOID:0060298,721
DOID:0060299,729
DOID:0060300,730
DOID:0060301,731
DOID:0060302,732
DOID:0060303,735
DOID:0060304,23328,10058
DOID:0060305,91851
DOID:0060306,653,5000,8318,990,4174
DOID:0060307,55777,26053,10472,7204,23036,11011,1742,6418,818,1173,23030,57609,9969
DOID:0060308,79882,129684,79937,728577,26047,8506,85445,51185,27107,23043,80185,55621,23325,7991,8738,91801,8665,5279,55180,57102,3612,2898,3176,6873,80153,6487,54862,388662,11133,55250,79143,3340,9524,8492,54888,51319,8924,56776,55367,9439,51126,815,6884,124512,10765,84894,288,81562,79791
DOID:0060309,10159,10075,5253,8573,23133,80853,116442,170302,79576,3188,2742,1654,6872
DOID:0060316,8481
DOID:0060318,4609,23532,5327,4684,2152,55904,1030,5371,57337,7704,2952,5914,4926
DOID:0060319,2033,6833,8655,3606,7124,6352,3708,54795
DOID:0060322,7097,7099,1401,5970
DOID:0060326,6513
DOID:0060327,4035
DOID:0060330,8626
DOID:0060331,54968
DOID:0060332,514,432369
DOID:0060333,498
DOID:0060334,6833
DOID:0060335,3313
DOID:0060337,9342
DOID:0060339,151648
DOID:0060340,5871,11183,80184,9851,57560,79819,123016,54903,132320,9377,8491,129880,91147,5592,10733,8195,9364,54862,585,55717,9368,57728,27130,83659,374654,255758,11184,57216
DOID:0060341,8928,7109,5396
DOID:0060342,57688
DOID:0060346,246329
DOID:0060348,2625,6905
DOID:0060349,3832
DOID:0060350,353
DOID:0060351,54902
DOID:0060352,10919,79813
DOID:0060353,25885
DOID:0060354,6786
DOID:0060355,7277
DOID:0060356,57724
DOID:0060357,5306,51128
DOID:0060358,2108,2110,81034,2109
DOID:0060363,2713,2710,2712
DOID:0060364,55746,84942
DOID:0060365,1909
DOID:0060366,147372,9508,79633
DOID:0060367,6622
DOID:0060368,5071,65018
DOID:0060369,51537,65018
DOID:0060370,11315
DOID:0060371,120892,79705
DOID:0060372,25793
DOID:0060374,26123
DOID:0060375,83479
DOID:0060376,65250
DOID:0060386,11277,25939
DOID:0060387,5745
DOID:0060389,657
DOID:0060393,26999,23191
DOID:0060394,161725
DOID:0060395,25942
DOID:0060409,4774
DOID:0060410,8514,54897
DOID:0060412,7159
DOID:0060413,7290,375133,6576,347853,9342,51586,58510,54487,5297,5625,6899,64976,8318,10587
DOID:0060419,392517,22916
DOID:0060428,23314
DOID:0060438,9871,5034
DOID:0060439,9056
DOID:0060444,7045
DOID:0060445,1634
DOID:0060447,7045
DOID:0060448,200576
DOID:0060449,1191,4070
DOID:0060453,7045
DOID:0060455,7045
DOID:0060456,29914
DOID:0060462,64131,124583
DOID:0060464,407975,4613
DOID:0060466,6654
DOID:0060468,6910,57167
DOID:0060469,5048,1801,7531,3090,4335
DOID:0060470,8869
DOID:0060472,55612
DOID:0060473,8085,7403,7404
DOID:0060474,7428,391104
DOID:0060475,1468,7407,1106,57176,2332,57465
DOID:0060476,129563
DOID:0060478,6773
DOID:0060479,51119,6122,6729,5276,23481,79631
DOID:0060480,64116,7531,1837,57534
DOID:0060481,26128
DOID:0060482,3166
DOID:0060483,1174
DOID:0060484,3766
DOID:0060485,9839
DOID:0060486,1639
DOID:0060488,6929,6925,6938,26047
DOID:0060490,50485
DOID:0060491,64837
DOID:0060496,2150,4843,7099,4153,4846,3596
DOID:0060500,3558,2944,2950,2952
DOID:0060532,3119,3123
DOID:0060535,100302090,1663,440081
DOID:0060536,4726,57570,4694,4720,374291,4724,4723,9131,1468,60528,4719
DOID:0060537,6389,644096,57001,6390,6392
DOID:0060539,8943,3257,5873
DOID:0060540,8943,8546
DOID:0060541,84343
DOID:0060542,89781
DOID:0060543,11234
DOID:0060544,79803
DOID:0060545,84062
DOID:0060546,388552
DOID:0060547,26258
DOID:0060549,117581
DOID:0060550,79650,117581
DOID:0060551,79650
DOID:0060556,84239,23400,79572,344905
DOID:0060557,23533
DOID:0060558,100128927,342035,8506,91754,112,1785,57211
DOID:0060559,2733
DOID:0060560,2065
DOID:0060563,7021
DOID:0060564,5179,2317
DOID:0060565,57020,56896
DOID:0060569,10060,3764
DOID:0060571,9897
DOID:0060572,28952
DOID:0060573,7450,5327,3673,3674
DOID:0060574,7450,2157,3673,3674
DOID:0060575,5648
DOID:0060576,78989
DOID:0060577,10584
DOID:0060578,5777,5781
DOID:0060580,8216
DOID:0060581,3845,3265,4893
DOID:0060582,6654
DOID:0060583,5894
DOID:0060584,4893
DOID:0060585,673
DOID:0060586,6016
DOID:0060587,6655
DOID:0060588,8216
DOID:0060589,9896
